,Pitch,Yaw,Roll
0,-40.276277253187644,-33.54759704357662,-5.074054772821891
1,-7.084852528746763,5.049569487778051,13.058266351379402
2,-6.492186349655623,30.146920441273227,9.385864930778432
3,-5.8680125661671605,46.70350956967106,-1.2231355181613301
4,-13.145647054474413,55.42050415878049,13.053278874850012
5,-12.489590176068058,51.83051082278867,6.947396523907897
6,-12.241614719044316,46.921987840336236,8.283386283195913
7,-12.224600093021936,41.727408527622934,9.430601038842342
8,-12.207585388298408,36.3119977022544,10.725626278709667
9,-12.190570607874106,30.76130326736079,12.196188929233992
10,-12.167884091241703,23.37976691771758,14.616464009937497
11,-12.145197483676796,16.148640596896545,17.413395864771154
12,-12.122510789180344,9.1835049969532,20.669575778233867
13,-12.105495675261169,4.370612933461984,23.74903137209103
14,-12.08848050364537,-0.10544601254559745,27.396882002797806
15,-12.071465277333774,-4.22980292823324,31.741101388027303
16,-13.03905698073542,-8.004181853510785,39.46255648812959
17,-12.813844259041472,-11.442163888167341,41.13788624480948
18,-6.82008137736664,-13.24032817586983,17.941826079539652
19,-1.1447337342980997,-5.171860119257643,-3.8110737806791546
20,1.9714636862979527,2.210296499273273,-12.682404010280955
21,-1.748084593018071,6.470357210267263,22.28085237491059
22,-4.071971020420264,0.6656031505837451,41.81722368870327
23,-4.59102894491982,-3.1761459877470233,54.69492979474312
24,-4.701936481837886,-4.121866024969629,50.798641843138675
25,-5.423628444010371,-4.282266564883945,55.79879157859436
26,-6.064043198868901,-4.78076377580405,55.86335276884254
27,-6.167496978795241,-5.167972888514787,53.565874161064784
28,-7.224470830018427,-4.143196973759856,61.941590110738076
29,-7.338064695350058,-3.61717607754716,69.34258109099301
30,-7.576941235954477,-5.878999760420411,60.55002287736355
31,-5.726692085444773,-8.306253352905694,42.205723358491134
32,-4.825918153821595,-8.45108851048709,31.827149399515914
33,-3.986444831645717,-7.142426809621212,33.989407889110545
34,-10.638622161034585,-7.638927246345157,52.43084724043877
35,-11.179350367946162,-14.075370797442654,42.676957396842226
36,-13.488031655950715,-18.729165230034685,38.448642257437506
37,-8.059484476974825,-15.176693287711743,32.741001880925396
38,-8.851394308442572,-6.896599591788141,46.283681399641324
39,-7.241053365666958,1.7453080863302943,50.15920355176653
40,-6.298589565789632,6.433400466826349,32.3248638851782
41,-5.370930691760004,9.380355127847631,20.03985440802823
42,-3.9902888046488467,8.309476414636555,22.372673997145984
43,-2.8910006334950658,1.4884924626683818,24.110385603655676
44,-2.3905505174229438,-5.296732277985242,23.877201416020654
45,-2.599150103628885,-7.806614891997991,17.699581391696775
46,-3.099481295986751,-9.523288014158448,17.229687752075698
47,-3.41847624667271,-8.706981849254015,20.81061974868776
48,-4.043528657209626,-8.006162963750853,30.608117348507918
49,-3.9584383509063636,-3.4683321448658773,39.0284874336503
50,-4.7128910474532715,-1.4885801650459844,60.17415008113333
51,-4.9148423958474705,-7.870163455504668,47.460937655440304
52,-5.334118742617876,-17.379691145785443,36.446462713046365
53,-4.592891854186445,-20.299937716300548,14.176187069422586
54,-4.26749618846967,-16.400458526400364,16.686399711519716
55,-4.167119880008619,-10.055991785462798,23.682355033150568
56,-4.364729816059029,-9.873332984126318,24.594597030447684
57,-4.404124480311684,-9.318377822968829,25.654069424115075
58,-4.361623870243984,-10.505065984769915,22.54683164460183
59,-3.862803656941423,-9.649358387430812,21.94015935012742
60,-10.01771403538855,-13.324992921345705,42.2234475362713
61,-15.131953138839965,-26.333269336068366,42.25702456943196
62,-44.14170937338138,-53.78868816210474,4.968699559753278
