,Pitch,Yaw,Roll
0,-43.068319405248396,-22.05105747545086,-14.181507068017918
1,-15.282337134476354,13.02587158425077,20.044468760398154
2,-7.715791953471467,12.794942140513145,17.058002783477672
3,-10.477617694806764,10.980676075370448,21.973248240594994
4,-10.805076397485175,9.788978760009922,23.717602889488422
5,-9.984068084070488,10.331100215888652,22.69224487564377
6,-7.579046923980134,11.234330320812765,20.205417227023336
7,-9.169189558833649,10.676756574735805,22.81103688604169
8,-10.207179798531868,10.195324633459192,23.455095550151967
9,-11.527296264437476,8.004233528126468,29.444562441367303
10,-12.547297772615515,3.3951738893886856,49.37103529322872
11,-13.277884193352298,0.5702978870936272,61.33523654825213
12,-13.178180761305544,0.0021480562678873488,62.885479824024486
13,-11.040253019611741,1.8524655570726647,53.8510016072027
14,-9.782040837702967,3.0795922644483276,48.277600832737456
15,-8.690627590372708,3.3236825488320516,46.9778645515175
16,-8.171644578155403,2.2994026053904664,53.00121095011981
17,-7.813674553057298,4.181363268168661,44.19613794938406
18,-6.811346579627161,12.558457466018893,32.72583221601425
19,-8.770664650203242,25.042840103449326,9.372762261886626
20,-10.00696204093623,31.1871180523948,6.047722941917585
21,-11.50188618016813,28.264171139941713,8.05635241079128
22,-10.299909518501535,22.572036383243752,9.539293768802565
23,-9.601059483178966,20.6608333828423,9.918734551761277
24,-9.473078522192301,20.737690369309696,9.916574230747026
25,-9.483731111465747,20.24358031585746,10.28038527138666
26,-9.511222085336627,19.33572827032712,10.741412580284102
27,-10.814071736229192,21.231018398254676,10.547422821453909
28,-15.409082399647463,23.5574881577569,10.789343668370387
29,-24.576231610992842,23.576331121573414,13.283951569678525
30,-26.971622272039816,20.964634821807607,15.333920734785208
31,-25.993016705316208,19.00494557272285,16.2299982431876
32,-19.188726650362355,17.807688795753933,15.297615171353451
33,-24.094345480575903,22.783040177645155,13.314923078526572
34,-21.063140581474336,35.007303078831505,16.994899583000592
35,-12.519045519613414,53.24081141801042,4.487748927277666
36,2.7060885420605083,66.95432401447947,-7.119243727183536
37,2.1487492684845475,74.68486359589778,9.211733445214039
38,-5.156635974676834,77.48505646955978,26.811610372186465
39,-12.81158898988734,78.4766822053339,48.0302825129059
40,-38.40634569950856,22.31232546814202,-7.1036431337776476
