,Pitch,Yaw,Roll
0,-33.65039398913227,-5.459405225860683,-11.242973086841038
1,-8.201337551626821,31.805457360396215,35.25638971693164
2,-7.998938579548967,24.331390389663138,29.99453807774545
3,-10.25800122317939,16.061563206781194,36.32363393507218
4,-10.800922248829254,12.026887621886079,28.189168343419063
5,-11.823809795893975,9.805741337333641,20.037837014967586
6,-14.632387094894728,3.8704420317954384,40.282470857941455
7,-11.401915046125236,6.779607841872236,34.45432607036535
8,-7.686577984848319,7.219944979993072,32.289540639950545
9,-5.619586645309111,11.794422867565215,15.928389497789713
10,-6.403244348026012,9.238291398412343,20.534228541710426
11,-7.4264211247993215,3.3874238612930054,32.051469675603244
12,-9.161120340058472,3.4565687080865506,34.44880119651674
13,-11.27591357221135,-1.2252848555586662,56.58801977551149
14,-12.835599811566317,-1.2230911843063337,58.82066536613066
15,-16.66849004188587,-8.85555980121645,61.55906291384183
16,-18.895852797524917,-12.296205646734668,47.640999063988254
17,-20.76911771507416,-18.04238877314876,35.2005831942514
18,-19.118971543478345,-23.833329201345485,27.044741667633225
19,-16.362300846257433,-27.249563903434062,16.831622832418546
20,-13.199675191357505,-28.013361858478483,13.966339361897111
21,-9.863938921803074,-21.69091853840015,15.800755309466437
22,-8.446776215360506,-18.695192301915466,17.73375267901997
23,-8.929004093025497,-16.690432905541392,19.075891246127295
24,-11.111383353071563,-17.245336130731932,21.765912234099
25,-15.89873264480113,-14.998799069285258,34.84853782513732
26,-16.14176107032582,-8.633577094140023,46.921871938349454
27,-17.532185786002533,-0.7406453763996376,49.12021589692409
28,-14.853125881519846,0.8737236519682511,53.65504532435833
29,-12.531790733885895,-0.5528113873375793,58.08120101570447
30,-6.229473691088423,6.6715508847323015,45.32082758023835
31,1.6764771274648491,30.964977876144186,8.920444864180158
32,-2.3796865588299174,58.63396419328955,-10.444260166444304
33,-7.764855421716729,74.88766050944227,12.90553626836834
34,-15.77525356489901,80.7454114807118,27.13723416282694
35,-15.16639748265206,83.43596076275063,27.433987235625988
36,-14.96405493455691,84.83250481097052,10.602617028402564
37,-14.843777701688838,81.60327236853362,17.943416551176806
38,-14.72349566906071,76.18285405735227,41.27573918657327
39,-14.603209896627995,65.5335313594566,46.12546287579313
40,-14.482921444544067,42.527814443208115,42.326496006677765
41,-14.362631373103879,8.177228153052953,20.529582963176264
42,-14.242340742688139,-26.365540130236386,14.990002728476284
43,-14.122050613707046,-49.90772071904653,12.754342011367953
44,-15.25242852622332,-53.363145245554406,30.831975170409883
45,-11.491904001219382,-28.690164795387005,28.419446216835397
46,-14.266947866068913,-11.937487336632282,44.50794086178903
47,-8.999292772133094,-1.266859187051825,24.966303873718253
48,-12.299977516754575,-8.564205023992095,52.30129402357993
49,-7.424666520319496,-5.37432369007994,60.77166389656521
50,-8.585689074607114,-5.549026126676482,63.704499954701944
51,-5.171124263997833,-5.812885571165475,55.52527174999722
52,-4.009406373053808,4.102720157304005,28.422321245286774
53,-4.610954721994894,26.92586585712991,22.560025095375806
54,-10.627558997316774,48.6254916682102,6.325676644082426
55,-9.574244687050347,58.345456986362095,4.180574873375659
56,-8.676022571158109,53.640076685867754,3.9639595944885446
57,-2.6073935211595836,33.6599114959786,4.798983009491303
58,0.0029563398875932945,16.777804434421284,-4.5754225236260115
59,4.755110756302417,17.960156535381508,-15.879639192678297
60,9.249736441799422,42.01706434059848,-31.0379758626021
61,-23.0086590278807,10.045873990348715,-50.81294943737421
