,bodypart1 x,bodypart1 y,bodypart1 z,bodypart2 x,bodypart2 y,bodypart2 z,bodypart3 x,bodypart3 y,bodypart3 z
0,162.31009894022222,611.3711361532746,2486.72337760159,136.37438452192214,606.80631571195,2494.164355658376,197.15036256946743,352.50914945027074,2640.6034654602267
1,166.41451195934732,604.7796867820673,2506.06602212729,138.80227606896946,599.1388945896257,2508.6661928940543,166.27323377693483,575.5025923837097,2806.999076117305
2,169.04909029333942,615.0688252148434,2537.330841311106,140.74291554345785,610.5281090999442,2542.0225045200505,171.39658823987702,571.0465425755415,2837.4200323454334
3,168.7943297558009,614.2962366398509,2522.870616141285,140.99027272107256,612.447382073296,2542.1808929865874,171.39945579466166,577.6461700012902,2831.0517888522863
4,168.3715138172121,611.6577508637519,2517.29669962622,140.71743769261138,610.1910737088429,2534.833918821093,171.85115373177877,569.1961295445843,2823.7662160473487
5,169.23678256513253,618.3442396917861,2540.1431464136153,141.06975733558562,616.7438476662755,2552.2370900043247,177.5511218104753,586.2714415376674,2844.8319792970906
6,166.67648417275433,610.462925667219,2506.5993029641613,141.18820750417854,618.5508981908918,2570.299195393754,162.89028224352245,509.5571867157234,2256.364313105042
7,165.91454105214632,584.9307888332568,2452.9720864527535,141.98806276309617,600.6981919299207,2519.6380878335144,166.08433002704768,625.264872401137,2785.4143697511045
8,163.99812781473236,558.6984557253788,2375.462904223792,142.99265324204148,583.9379305466312,2506.7449093685764,168.02954782952264,620.9994537065359,2737.7301551736414
9,163.2831653008544,547.1684268913633,2362.2360166320886,143.2117601188729,571.8599219180608,2485.013603086385,166.42693041691706,614.0259779151248,2719.464911123107
10,162.2142394077422,537.6651575300853,2343.790575394808,144.87845657811414,573.6801410629422,2517.9988695944185,167.51226499637616,609.9767169295858,2726.736947350315
11,163.98595914749393,546.9021938584854,2408.325112551714,147.52552866075837,587.9221556017633,2596.8644887741857,210.13531321884162,613.4015771961824,2795.1600718568784
12,167.4399525661558,551.8006936988083,2459.918881406232,151.22029009837843,589.0221997348956,2613.640152830574,218.31373105171468,502.11346790125083,2249.5114881263416
