,bodypart1 x,bodypart1 y,bodypart1 z,bodypart2 x,bodypart2 y,bodypart2 z,bodypart3 x,bodypart3 y,bodypart3 z
21,165.80612928949722,605.7090396488477,2685.343752000108,139.27977723483,608.7693690975956,2690.923745640988,175.80272305914525,321.0764231648337,2597.3788791611855
22,163.61743560985275,603.093118612481,2569.1664361887533,139.77930817430675,621.5010018207568,2652.1938491290257,172.31572199679687,488.08730275703147,2884.200638478318
23,164.66410023638517,599.3641049742771,2502.8824621600857,141.1781628592309,618.8479868856034,2616.3408523801113,168.51002300807733,568.9601772801071,2857.6249058014455
24,165.28855218446165,603.6083908610982,2481.306671238476,140.96839104729693,621.7305155939193,2610.163985557656,161.00567234935303,542.9011963504748,2252.9266184050725
25,168.48643474775824,619.9219753020341,2544.816317925992,141.16463548241126,626.909854060051,2599.864612052572,166.4415832082155,584.9819858274002,2870.760472941811
26,168.0483110563645,619.5701274917806,2496.69101012343,140.7118854981651,627.2891382970807,2546.944712457969,166.6850231093502,582.5980579365273,2819.8916305461476
27,167.32124308422635,609.0274584342454,2399.385095163746,141.442845738189,619.6098011908474,2468.089654916861,170.62339273751775,551.4464215268123,2727.761021430581
28,167.00138231063875,598.7638695522589,2338.295500758965,140.29755217876152,602.4085201146603,2376.6863726519214,172.62214400587985,465.93429701593504,2626.145928390822
29,164.60011796848966,584.9924171197122,2290.456128335546,138.06839313991912,587.9380576067934,2318.117892908124,175.00444615161328,306.64823844059583,2412.9551743029074
30,162.83739606173384,582.4304462624312,2308.3812858679075,136.07754079235892,580.3933313429851,2318.911254262918,170.70132009509967,315.060580564341,2452.470907550379
31,164.5499837582173,594.5326116758007,2371.5504377030015,137.0191427300447,592.0071677467249,2384.8009139264755,170.98922757778445,426.61155724614935,2628.142418334475
32,164.39113639650188,599.4517911209613,2387.6557671262026,137.19435057788905,597.7570602569249,2401.387219393917,166.0129995401184,490.57386920446226,2675.1713521200863
33,162.94508396119335,595.2342208414304,2361.007188008368,136.33129593094887,595.9772101708029,2382.4753944200975,162.71551081244633,483.5882488155171,2650.9323932250136
34,162.89909278190237,592.6747269006785,2345.04938296922,136.374152274094,593.002752561539,2364.785022082886,162.26064022403216,432.4473062906436,2609.4399379799597
35,163.5577617127427,595.6593014639665,2362.8717110843363,137.01530086518693,595.7359289045442,2382.592716842567,162.8970303517416,450.184128211278,2636.0445779518695
36,163.17079092950482,586.7254490204772,2348.465307417503,136.7492946843982,590.2877579816682,2385.833536312949,163.48892815406592,424.7234213044726,2619.456058911571
37,163.56621823980942,576.882943167226,2325.9038544314935,137.16041061200588,581.4469915062998,2370.621928505355,164.03341107192236,440.9844914152585,2615.4442627101544
38,164.94127025608572,581.7645567390734,2368.50784635513,137.28432673277104,585.4968974088696,2418.7095940699337,161.04692893472316,492.13526272407915,2680.3080290059243
39,167.38974966066078,589.5734739185555,2425.2261602665308,137.55520922431933,590.9381289520645,2459.547912584888,159.3211048496789,522.8764882379991,2735.780501059649
40,172.09754531484714,600.8728808272355,2466.202629359376,140.4986309581816,599.1867391265721,2481.5579695495935,162.831323704918,553.320706968917,2771.272594472384
41,176.12563291308746,606.5656574600116,2484.652401753886,143.58872789657866,602.1460819877246,2482.1769323526955,166.29859784452304,555.0671012635713,2780.3923194984727
42,176.59684780720386,607.538445153526,2478.822526743624,143.7994436782811,602.5759537498345,2476.4421245724297,167.76472353808205,565.4089790350499,2776.0236226575835
43,175.14355671508753,602.4138404241278,2462.776438842759,142.7333746713971,598.4814628056251,2463.217368421724,166.50107019310724,557.9166808606807,2760.9910716065506
44,175.46209418152046,610.0547982979591,2488.951693457061,142.86316456114,603.4251673003873,2486.16146530284,170.09408870857624,545.0247599624555,2782.0703058406853
45,176.43244613239244,637.3075887237258,2583.555750766409,142.63136109280504,617.3037578046562,2528.762402143939,172.7697211500954,547.3520702742017,2846.1569767278816
46,173.07384487958961,635.832410218451,2543.9539862960264,142.23384833087724,622.8558628404763,2510.037239162428,171.98565807937487,564.6580517668533,2820.724927277112
47,168.11762299196258,617.7300145426244,2445.4992637359946,140.18598097960663,612.3014856743632,2444.803580201896,168.03855042667755,515.9705490994093,2729.1651663223224
48,164.6738498034095,604.1617957552324,2375.1873517206477,138.67367214981155,605.9316130537773,2403.419658063704,166.21669771693038,492.67073236056734,2668.2779562402575
49,163.852182084903,601.7097858601426,2361.5408017702002,138.25316378254053,605.1386123520955,2394.997638773273,165.15332936447047,482.4341230411938,2653.640194756779
