,bodypart1 x,bodypart1 y,bodypart1 z,bodypart2 x,bodypart2 y,bodypart2 z,bodypart3 x,bodypart3 y,bodypart3 z
0,154.7434501259123,608.903958490251,2429.0680059145784,136.04692532885753,615.0511767408419,2469.4621913798983,173.16931509266416,538.8449464743666,2740.0344542900466
1,153.79684995474042,591.9702005900452,2366.1525810264634,135.61790033193904,601.2140904953571,2414.807953791275,178.95296372708424,482.7198670499211,2667.1153057901843
2,152.83307665343455,567.0775679598804,2286.1564662331057,134.9862058843489,581.2917492716784,2359.3584215357687,149.27563130644415,655.9369513548602,2612.506247833024
3,155.46901382509074,570.6970477483668,2317.466029391714,134.89639933270774,570.209220050745,2349.850074447246,192.96543620415744,274.7232988420348,2303.2068448296623
4,156.78686360465232,567.881043279584,2329.3686707459683,135.09332083042432,560.6867033664506,2345.4920598481262,184.45472137443303,276.39331583992237,2416.81708244668
5,159.64745330201882,576.2885020169534,2377.373995205372,136.3551324011021,562.3887480597854,2369.993035178206,172.18073054925398,280.03956932982607,2453.6085536064475
6,161.15493449650413,581.7750904359219,2402.4366456924463,136.95807068630688,568.9060187006143,2392.449226437163,168.108632427145,295.6000162740846,2507.2101815910487
7,161.89616162919336,587.4790043223973,2414.518738739658,137.34736957992277,577.5688787204369,2408.6225906336413,163.60864746803628,332.79631022767325,2579.222321138261
8,162.64066631940932,592.5770348321852,2410.8850726682067,137.62715153543047,584.0665331254845,2397.5353308009903,161.598121050818,430.4426911744263,2660.3534516992677
9,162.52843657961196,595.2652979621035,2395.5223828035814,137.4973735489828,586.4947954875358,2375.2105280389005,163.15639808454324,462.3560588431001,2657.350708158458
10,161.23319337464278,593.5814286170394,2396.521313689269,136.33483671262871,587.7175523691322,2388.6112665661976,160.37106264353662,448.8728795776026,2657.956066743287
11,162.09046019187846,597.494291263826,2430.189659606497,136.71085032771114,599.0385484698894,2453.3223561340774,159.81316067251214,480.6272377953604,2718.738323514076
12,164.72296789601558,602.7944942355603,2458.983816631824,138.20017203053519,598.8747329622711,2470.9766144142613,164.85524838231464,501.6693217872179,2748.975734651645
13,166.28321820785885,624.0862281857849,2556.596087156048,139.03162592889527,611.2971594251146,2534.048161157729,180.02345534308006,498.20618078193013,2820.351055375279
14,162.97028869856925,634.3861712614782,2579.7989154351794,139.12897131430168,631.9501189587477,2603.081007386307,176.2260213918191,552.4794640723804,2880.4418414669417
15,158.64090013472116,627.2252633073871,2516.6677425402186,138.11523945316875,630.2644272300196,2547.5709413876248,173.42154047508708,556.355097763572,2823.3222774559977
16,155.95933835647,617.4921459444736,2466.536974910351,136.7727031306521,625.7035026404142,2515.8761821088547,171.12266853496703,578.3320131755243,2788.1607476760646
17,156.2827136038592,614.7109187770432,2451.589934524211,136.75364571626025,626.7575388359139,2515.393990631588,171.10288953616202,581.8652746191794,2781.0678302948727
18,158.25813565656085,613.1113843042616,2436.2773886143705,137.23419334502665,628.0469017592927,2516.663652491244,178.68410003001958,558.6383859803718,2769.51111051929
19,160.95897650145434,615.2489681862003,2442.4084010264232,138.8333915926915,631.3128801234866,2520.016492766784,165.7074543366067,629.9211652233498,2781.832658354848
20,162.95221671287885,609.044777364424,2431.6887684854137,140.32151487098542,621.7258515484921,2520.8328021613665,177.84131377308938,599.806408698343,2775.8225071908523
21,164.86551267295224,587.092636145521,2438.1995515269737,140.66887453947908,590.3593357214534,2469.284359866561,161.46713019617673,484.9359158344788,2171.2202166057905
22,164.54730977854197,589.2198718457444,2473.2776778766456,139.95747978896318,583.4480525684106,2480.7568347962715,194.63939701144636,416.4358173743839,2721.9755446864847
