,bodypart1 x,bodypart1 y,bodypart1 z,bodypart2 x,bodypart2 y,bodypart2 z,bodypart3 x,bodypart3 y,bodypart3 z
19,164.3111545045474,528.6856353729579,2373.721598777187,126.27857984228784,535.9928506362869,2382.2182524268856,151.73857427356396,531.4161062790743,2615.104922068199
20,166.11173581762074,555.8491245156293,2363.9542773524427,126.58076961955308,576.6347287533675,2430.5793968664593,152.19978086282356,560.8997872496653,2634.3587556698926
21,168.4331803051678,581.7525424534725,2397.367328389955,125.67331112350828,595.9407792883842,2445.300043641272,170.09209853604142,378.51856959710807,2528.6029051485266
22,170.8196621780651,587.4803656040971,2372.0012733523567,125.52655401594143,595.8697167645363,2412.557249808923,161.11963859319408,512.2100733606238,2615.422906635802
23,172.23257716987266,596.3528125928246,2359.0037399513017,126.44653632972765,610.3242345260603,2428.562537379071,161.0710636290401,504.9048564339814,2609.30243017801
24,169.68718232876358,587.2006248916196,2295.9914381180524,125.39764032009595,602.2166197662309,2361.3269914659945,159.36019068346835,500.8216788467662,2546.1930329128218
25,168.7184208302524,587.4933284882319,2270.710451265808,125.37768263744047,597.9827190621552,2320.004992836153,157.80249312253824,480.2772626138076,2503.953741382684
26,171.0827219245007,603.1501989787207,2305.1015029649534,126.0671588021543,605.1414327380757,2319.396957194753,158.01965890757543,533.2216450164993,2538.4260179552284
27,171.75967485630068,609.0882696563716,2314.1712548940163,126.3839196243884,618.1972082205561,2360.0147369210044,157.5470579625975,579.2847473041383,2571.66298217634
28,167.3562188048116,590.8091656802005,2256.9331261640136,125.16051956194491,612.463143709724,2337.6947289406735,154.09997184974222,516.8071214220288,2518.713847320206
29,165.88010086831565,583.9719810870967,2252.763878291481,124.57503256427401,586.9521965101527,2265.8505253513295,154.39643088607374,473.6423510921228,2468.323130115635
30,170.08469965473395,591.4297638412479,2297.7356566186736,126.57896334899482,586.2888282540218,2281.8498910455983,159.88736650748322,467.8680967870128,2493.5155742346037
31,168.4693024960357,586.3461190464856,2286.2616136236347,123.7376016380916,583.2550687654667,2290.8472642395845,152.8465355978741,438.62269840603227,2475.2679461647967
32,170.29932681529652,585.8328973514863,2318.184324662627,126.03165416733594,577.1661448233979,2297.1589330936777,156.46912860687723,448.63344896154075,2504.020900747172
33,175.0572314089843,597.935598001867,2394.814227614899,127.67243440838124,582.3803715568197,2336.640724425156,159.1103609709509,520.6812529615919,2592.4175080518185
34,172.9517620492303,583.9143278418588,2346.1165623239613,125.6353127597067,575.9988652110088,2324.5908516655263,154.42754471359083,527.2305127615673,2566.587316470926
35,170.51594240215007,566.7919596746456,2274.6164265359575,127.10760166725757,570.8497513656401,2286.9363504973326,154.06675876331653,480.63936852184696,2500.939488415027
36,170.44446510314452,585.5931303984582,2309.7956908439755,126.19727490053526,585.8374447834851,2328.0921870206303,160.0270033940795,456.12101723337025,2517.2963314641233
37,171.4350913055096,599.4721363177184,2354.987967698441,125.489482618256,600.2301203077336,2367.821440873938,156.5283659295855,532.6660343204559,2588.7733072351234
38,176.74009983079003,621.1484838456415,2459.5166963738493,126.61228895970032,607.4721318762483,2407.398021692399,158.666817448177,561.8302675849995,2664.6982651323274
39,179.96552303160925,623.9659547543863,2469.0682000159727,127.76682563439584,605.9967897592285,2405.6576892005346,161.0722613610287,562.0758168237501,2668.5002514318767
40,179.57949850066026,611.6174024154717,2434.2233717262616,126.64357899323784,587.4322344748234,2345.714174530629,158.6903643782798,553.8599405499947,2622.68958380727
41,179.40533867463702,603.219678431354,2358.692288201225,127.9498568740859,594.9296244323449,2330.8274309722083,157.86708332271607,580.7047263989812,2581.2347507627996
42,181.65576736247078,605.036647851178,2325.587520489213,129.21433937732135,597.6983660603522,2302.842775752347,160.11847804568882,582.5585194561098,2550.646253549312
43,182.75045457962318,605.636370544056,2302.441585994768,129.5417285127665,597.9179268413824,2272.582178935829,160.80205177567044,579.2201652735183,2523.6154288702196
44,179.37433096338253,589.4916577195521,2263.301204163189,130.8379337973551,607.9948701654777,2325.5623059999634,161.79959986814464,584.0431979950607,2531.1055509393855
45,174.93791110488667,570.755208581741,2219.654434305385,129.39800744076254,595.3602854779633,2323.168255993109,158.7388132004076,563.6621405596876,2507.7501156037165
46,173.36012094501945,564.618105027736,2218.329981739006,129.27269243234642,586.2929479293095,2319.271605962187,160.55843155510752,560.8552407837307,2505.3949542299524
47,174.0468914735853,577.353319536159,2278.1524972814145,129.47898061723203,593.7627165601892,2355.007455980556,164.53031158977313,552.661650482548,2551.1651492534465
48,175.1673506300042,604.1040651194171,2370.6181658191745,127.68891819973297,614.8036622442462,2437.961230499146,165.1944405863671,596.0639590638467,2640.7354199650904
49,171.00186159533231,591.3912679157679,2335.7757773478297,126.54619436601573,609.8733713166538,2482.368619562414,163.73393198263727,602.1407134243666,2645.819545033674
50,168.34166507467282,572.1476634257164,2355.465811160075,130.7394188892915,613.4937516130949,2622.017969335221,163.33813961838098,614.3285694034421,2724.5859452252007
51,168.39555074475533,555.347587797814,2387.0702783191214,130.65067513937333,606.4131104921016,2602.6179821739433,161.9261616328962,621.390851101343,2728.2545921072383
52,164.42822892826683,528.9681043359874,2365.951463423003,130.56193138945508,599.3324693711083,2583.2179950126647,159.1367302659526,593.8782191092922,2709.6508946228014
53,164.47425370284378,527.7876863714234,2363.573907993318,130.57294180115395,594.0716712601356,2567.882741464883,159.227651699551,582.7694980097061,2698.0914857499515
54,164.52027847742073,526.6072684068594,2361.1963525636324,130.5839522128528,588.810873149163,2552.547487917102,159.31857313314939,571.66077691012,2686.5320768771016
55,164.56630325199768,525.4268504422954,2358.8187971339476,130.59496262455164,583.5500750381902,2537.2122343693204,159.40949456674778,560.552055810534,2674.9726680042522
56,164.61232802657463,524.2464324777313,2356.441241704262,130.6059730362505,578.2892769272175,2521.8769808215393,159.50041600034618,549.4433347109477,2663.4132591314024
57,164.65835280115158,523.0660145131674,2354.063686274577,130.61698344794937,573.0284788162448,2506.5417272737577,159.59133743394457,538.3346136113616,2651.8538502585525
72,165.34872441980582,505.35974504470727,2318.4003548292985,130.7821396234322,494.11650715165433,2276.5129240570377,160.95515893792057,371.70379711757005,2478.4627171658058
73,165.39474919438277,504.17932708014325,2316.022799399613,130.79315003513105,488.85570904068163,2261.177670509256,161.04608037151897,360.59507601798396,2466.903308292956
74,165.44077396895972,502.9989091155793,2313.645243969928,130.8041604468299,483.59491092970893,2245.842416961475,161.13700180511736,349.48635491839786,2455.343899420106
75,165.48679874353667,501.8184911510153,2311.267688540243,130.81517085852875,478.33411281873623,2230.5071634136934,161.22792323871576,338.3776338188118,2443.7844905472566
