,bodypart1 x,bodypart1 y,bodypart1 z,bodypart2 x,bodypart2 y,bodypart2 z,bodypart3 x,bodypart3 y,bodypart3 z
0,167.05045896954556,616.8859505429352,2508.5169993164955,139.4781196759885,622.3315433370758,2551.1055453867702,165.43615978703286,555.8502252191178,2823.8406876899357
1,167.1670962185686,617.5770891193359,2512.4316781632533,139.32225307810307,624.4669566483307,2564.515784901733,165.2694423186293,562.9016177262313,2833.6753983191284
2,168.11982825744803,630.2970104228488,2531.0997528137023,141.02270247434774,638.7450367462874,2577.6176548659114,165.26613068787978,600.9371414799186,2853.3977369531144
3,165.9646142225735,614.9885146250243,2452.5189569714657,139.52090095003058,620.6800679761694,2488.5154035188048,164.48291001291867,554.5087940188687,2764.657709281577
4,164.87936220855198,591.2026770067163,2388.631882177744,137.35330521013404,591.8940692792271,2411.4757076301894,168.13682256095615,462.2901434601884,2671.47452665698
5,165.09062056344612,599.7708416103692,2447.687031632896,138.63488729997235,607.2045495753702,2502.322027183922,168.32006446764308,583.2565781010835,2774.9819609291376
6,160.40482816860137,604.0307862449962,2458.7556675074184,137.21139983728511,614.9587143402877,2527.9415982006203,167.81685233980923,570.4950686094328,2791.315566090352
7,157.3126458072236,610.4370411586493,2469.5009134555175,136.20311276144707,623.2552942795003,2534.384706899239,170.20916805249666,553.7258575340088,2795.426138671638
8,156.21346826937446,613.0457418101889,2488.074277386259,135.86764491891662,625.9004108909132,2551.214863497975,167.08656872362718,566.1751116644627,2815.250715406294
9,156.555141171196,599.6534693627019,2450.063108530727,135.92336180890712,614.8804202881041,2525.3854171944004,170.29973286717313,528.2395738289163,2777.27972987381
10,158.8205068581086,582.7617257651988,2414.8051226411008,136.26064504435274,592.2471712791504,2475.57939381877,172.34162864764275,442.9514278857748,2708.167414122766
11,165.3352226821602,601.9806075617533,2503.6305795694047,139.25553518672245,606.8501767800129,2542.596723553488,167.23849081330516,541.2021953306232,2817.133031465946
12,167.453789841798,612.4130928617292,2519.2001952315413,140.2797205147544,617.1104450697994,2555.067371806943,167.22977458028424,555.7409645302179,2832.099162781044
13,167.12467092274085,610.0588341429713,2485.218737122344,139.69811949966825,609.2589450727253,2502.818017812451,165.7256335943876,511.60933940747185,2778.4498206050407
14,166.5997733830801,603.7903924948223,2464.9243273417887,138.53823009473516,598.6295020217943,2461.6904856682813,162.59583496027423,501.94380541415035,2747.4065024306337
15,168.4945035848166,596.7706178701168,2482.2337403147435,138.6873587650715,589.1082936461735,2471.2444818981303,162.30547351086778,499.2724917262576,2762.7760968403463
16,171.43479017943193,597.8771631499776,2512.763877678076,139.74690496267647,587.2692609821138,2487.007412968434,163.04233768847624,522.8124757192386,2792.7072899573177
17,174.24417188602484,604.4485222762328,2517.162816350623,141.87822327260534,597.569095189598,2501.2476353418188,163.22810031542053,536.6751596713846,2803.315894339153
18,175.35361322761585,605.0013662173005,2443.2393741783135,142.04367622842616,595.5225356477001,2398.401093654184,163.84905375577074,539.9903477826252,2715.790415031912
19,177.73923443471708,613.1056920216466,2387.2455220861953,144.68260668618305,602.5347333277323,2358.5164412081267,168.82993542247644,550.1613423436748,2668.3196485333688
